title,painter,creation_date,author_gender,author_country,location_name,location_country,time_period,image_path,image_url
title,Pieter Brueghel the Elder,,male,Duchy of Brabant,Kunsthistorisches Museum,Austria,,img/img_512/Pieter Bruegel the Elder - Hunters in the Snow (Winter) - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Hunters%20in%20the%20Snow%20%28Winter%29%20-%20Google%20Art%20Project.jpg
title,Dieric Bouts,,male,Duchy of Burgundy,Gemäldegalerie,Germany,,img/img_512/Bouts anoiting.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bouts%20anoiting.jpg
title,Henri Rousseau,2024.0,male,France,Museum of Modern Art,United States of America,,img/img_512/Henri Rousseau 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rousseau%20005.jpg
title,Kazimir Malevich,1918.0,male,Russian Empire,Museum of Modern Art,United States of America,,"img/img_512/White on White (Malevich, 1918).png",http://commons.wikimedia.org/wiki/Special:FilePath/White%20on%20White%20%28Malevich%2C%201918%29.png
title,Caravaggio,,male,Duchy of Milan,National Gallery,United Kingdom,,img/img_512/Caravaggio - Boy Bitten by a Lizard.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Boy%20Bitten%20by%20a%20Lizard.jpg
title,Giovanni Bellini,,male,Republic of Venice,Musée des Beaux-Arts et d'Archéologie de Besançon,France,,img/img_512/Drunkenness of Noah bellini.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Drunkenness%20of%20Noah%20bellini.jpg
title,Vincent van Gogh,1890.0,male,Kingdom of the Netherlands,Van Gogh Museum,Netherlands,,img/img_512/Korenveld met kraaien - s0149V1962 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Korenveld%20met%20kraaien%20-%20s0149V1962%20-%20Van%20Gogh%20Museum.jpg
title,Pieter Brueghel the Elder,,male,Duchy of Brabant,Museo del Prado,Spain,,img/img_512/The Triumph of Death by Pieter Bruegel the Elder.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Triumph%20of%20Death%20by%20Pieter%20Bruegel%20the%20Elder.jpg
title,Peter Paul Rubens,,male,Spanish Netherlands,Kunsthistorisches Museum,Austria,,img/img_512/Rubens Medusa.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20Medusa.jpeg
title,Jan Steen,,male,Dutch Republic,Mauritshuis,Netherlands,,img/img_512/Jan Steen 008.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Steen%20008.jpg
title,Filippino Lippi,,male,Italy,Galleria Sabauda,Italy,,"img/img_512/Filippino lippi, tobiolo e i tre arcangeli, 1485, torino, galleria sabauda.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%20lippi%2C%20tobiolo%20e%20i%20tre%20arcangeli%2C%201485%2C%20torino%2C%20galleria%20sabauda.jpg
title,Édouard Manet,1881.0,male,France,Foundation E.G. Bührle Collection,Switzerland,,img/img_512/Édouard Manet - Toter Uhu.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Toter%20Uhu.jpg
title,Pierre-Auguste Renoir,1876.0,male,France,Musée d'Orsay,France,,img/img_512/Auguste Renoir - Dance at Le Moulin de la Galette - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20Dance%20at%20Le%20Moulin%20de%20la%20Galette%20-%20Google%20Art%20Project.jpg
title,Johannes Vermeer,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/Vermeer young women sleeping.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20young%20women%20sleeping.jpg
title,Albrecht Dürer,,male,Duchy of Bavaria,German paintings - hall XI,,,"img/img_512/Albrecht Dürer, , Kunsthistorisches Museum Wien, Gemäldegalerie - Allerheiligenbild (""Landauer Altar"") - GG 838 - Kunsthistorisches Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%2C%20%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Allerheiligenbild%20%28%22Landauer%20Altar%22%29%20-%20GG%20838%20-%20Kunsthistorisches%20Museum.jpg
title,Gustav Klimt,1907.0,male,Austrian Empire,Belvedere,Austria,Symbolism,img/img_512/The Kiss - Gustav Klimt - Google Cultural Institute.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Kiss%20-%20Gustav%20Klimt%20-%20Google%20Cultural%20Institute.jpg
title,Lawrence Alma-Tadema,1888.0,male,Kingdom of the Netherlands,,,,img/img_512/The Roses of Heliogabalus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Roses%20of%20Heliogabalus.jpg
title,Stefan Lochner,,male,Germany,Wallraf–Richartz Museum,Germany,,img/img_512/Stefan Lochner Madonna im Rosenhag.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stefan%20Lochner%20Madonna%20im%20Rosenhag.jpg
title,Hieronymus Bosch,,male,Southern Netherlands,Royal Monastery of San Lorenzo de El Escorial,Spain,,img/img_512/Jheronimus Bosch 023.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20023.jpg
title,Conrad von Soest,,male,,Marienkirche,Germany,,img/img_512/Marienaltar-Mensa-IMG 1328.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Marienaltar-Mensa-IMG%201328.JPG
title,Albrecht Dürer,,male,Duchy of Bavaria,Gemäldegalerie,Germany,,img/img_512/Die Madonna mit dem Zeisig - Gemäldegalerie Berlin - 5411445.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Madonna%20mit%20dem%20Zeisig%20-%20Gem%C3%A4ldegalerie%20Berlin%20-%205411445.jpg
title,Diego Velázquez,,male,Spain,Gemäldegalerie,Germany,,img/img_512/Diego Velázquez - The Three Musicians - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20-%20The%20Three%20Musicians%20-%20Google%20Art%20Project.jpg
title,Norman Rockwell,1943.0,male,United States of America,Norman Rockwell Museum,United States of America,,"img/img_512/""Freedom From Want"" - NARA - 513539.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/%22Freedom%20From%20Want%22%20-%20NARA%20-%20513539.jpg
title,Vincent van Gogh,1889.0,male,Kingdom of the Netherlands,Metropolitan Museum of Art,United States of America,,img/img_512/Cypresses MET DP130999.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cypresses%20MET%20DP130999.jpg
title,Édouard Manet,1878.0,male,France,National Gallery of Art,United States of America,,img/img_512/Edouard Manet - The Plum - National Gallery of Art.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Plum%20-%20National%20Gallery%20of%20Art.jpg
title,Pieter Brueghel the Elder,,male,Duchy of Brabant,Metropolitan Museum of Art,United States of America,,img/img_512/Pieter Bruegel the Elder- The Harvesters - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder-%20The%20Harvesters%20-%20Google%20Art%20Project.jpg
title,Vincent van Gogh,1890.0,male,Kingdom of the Netherlands,Musée d'Orsay,France,,img/img_512/Vincent van Gogh - Dr Paul Gachet - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Dr%20Paul%20Gachet%20-%20Google%20Art%20Project.jpg
title,Henri Fantin-Latour,1872.0,male,France,Musée d'Orsay,France,,img/img_512/Henri Fantin-Latour - By the Table - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Fantin-Latour%20-%20By%20the%20Table%20-%20Google%20Art%20Project.jpg
title,Upper Rhenish Master,,male,Germany,Städel Museum,Germany,,img/img_512/Hm 54-oberrheinischer meister um 141020-das paradiesgartlein-1410.png,http://commons.wikimedia.org/wiki/Special:FilePath/Hm%2054-oberrheinischer%20meister%20um%20141020-das%20paradiesgartlein-1410.png
title,Titian,,male,Republic of Venice,"Salle des États, Louvre",France,,img/img_512/La Vierge au Lapin à la Loupe.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20Lapin%20%C3%A0%20la%20Loupe.jpg
title,Diego Velázquez,,male,Spain,Museo del Prado,Spain,,"img/img_512/Velázquez - El Triunfo de Baco o Los Borrachos (Museo del Prado, 1628-29).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20El%20Triunfo%20de%20Baco%20o%20Los%20Borrachos%20%28Museo%20del%20Prado%2C%201628-29%29.jpg
title,Vincent van Gogh,1881.0,male,Kingdom of the Netherlands,Von der Heydt Museum,Germany,,img/img_512/Still Life with Beer Mug and Fruit.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Still%20Life%20with%20Beer%20Mug%20and%20Fruit.jpg
title,Édouard Manet,1863.0,male,France,Musée d'Orsay,France,,img/img_512/Edouard Manet - Luncheon on the Grass - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Luncheon%20on%20the%20Grass%20-%20Google%20Art%20Project.jpg
title,Eugene de Blaas,1914.0,male,Kingdom of Italy,private collection,,,"img/img_512/Eugene de Blaas - In the water (1914, derivative work).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20de%20Blaas%20-%20In%20the%20water%20%281914%2C%20derivative%20work%29.jpg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,Van Gogh Museum,Netherlands,,img/img_512/Van-willem-vincent-gogh-die-kartoffelesser-03850.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Van-willem-vincent-gogh-die-kartoffelesser-03850.jpg
title,Johannes Vermeer,,male,Dutch Republic,Gallery of Honour,Netherlands,Baroque,img/img_512/Johannes Vermeer - Het melkmeisje - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Het%20melkmeisje%20-%20Google%20Art%20Project.jpg
title,Theo van Doesburg,1918.0,male,Kingdom of the Netherlands,Museum of Modern Art,United States of America,,img/img_512/Theo van doesburg de koe.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20doesburg%20de%20koe.jpg
title,Theo van Doesburg,1916.0,male,Kingdom of the Netherlands,Centraal Museum,Netherlands,,img/img_512/Theo van Doesburg - Mouvement héroïque - AB4094 - Centraal Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20-%20Mouvement%20h%C3%A9ro%C3%AFque%20-%20AB4094%20-%20Centraal%20Museum.jpg
title,Franz Marc,1912.0,male,German Empire,Lenbachhaus,Germany,,"img/img_512/Franz Marc - Kühe, rot, grün, gelb - G 13140 - Lenbachhaus.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Marc%20-%20K%C3%BChe%2C%20rot%2C%20gr%C3%BCn%2C%20gelb%20-%20G%2013140%20-%20Lenbachhaus.jpg
title,Theo van Doesburg,1916.0,male,Kingdom of the Netherlands,Kröller-Müller Museum,Netherlands,,img/img_512/Theo van Doesburg Dancers 1916.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Dancers%201916.jpg
title,Theo van Doesburg,1925.0,male,Kingdom of the Netherlands,,,,img/img_512/Theo van Doesburg 023.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20023.jpg
title,Theo van Doesburg,1919.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,img/img_512/Theo van Doesburg Composition XVII.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Composition%20XVII.jpg
title,Paulus Potter,,male,Dutch Republic,Mauritshuis,Netherlands,,img/img_512/Paulus Potter - The Bull - 136 - Mauritshuis.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paulus%20Potter%20-%20The%20Bull%20-%20136%20-%20Mauritshuis.jpg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,Van Gogh Museum,Netherlands,,img/img_512/Vincent van Gogh - Vissersboten op het strand van Les Saintes-Maries-de-la-Mer - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Vissersboten%20op%20het%20strand%20van%20Les%20Saintes-Maries-de-la-Mer%20-%20Google%20Art%20Project.jpg
title,Quinten Metsys,,male,Habsburg Netherlands,Louvre Abu Dhabi,United Arab Emirates,,img/img_512/Massysm Quentin — The Moneylender and his Wife — 1514.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Massysm%20Quentin%20%E2%80%94%20The%20Moneylender%20and%20his%20Wife%20%E2%80%94%201514.jpg
title,Ambrosius Bosschaert,,male,Habsburg Netherlands,Mauritshuis,Netherlands,,img/img_512/Ambrosius Bosschaert de Oude - Vase of Flowers in a Window - 679 - Mauritshuis.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ambrosius%20Bosschaert%20de%20Oude%20-%20Vase%20of%20Flowers%20in%20a%20Window%20-%20679%20-%20Mauritshuis.jpg
title,Vincent van Gogh,1890.0,male,Kingdom of the Netherlands,,,,img/img_512/Van Gogh - Das Rathaus in Auvers am 14. Juli 1890.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Das%20Rathaus%20in%20Auvers%20am%2014.%20Juli%201890.jpeg
title,Johannes Vermeer,,male,Dutch Republic,Scottish National Gallery,United Kingdom,,img/img_512/Johannes (Jan) Vermeer - Christ in the House of Martha and Mary - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20%28Jan%29%20Vermeer%20-%20Christ%20in%20the%20House%20of%20Martha%20and%20Mary%20-%20Google%20Art%20Project.jpg
title,Umberto Boccioni,1911.0,male,Kingdom of Italy,Sprengel Museum,Germany,,"img/img_512/Umberto Boccioni, 1911, The Street Enters the House, oil on canvas, 100 x 100.6 cm, Sprengel Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Umberto%20Boccioni%2C%201911%2C%20The%20Street%20Enters%20the%20House%2C%20oil%20on%20canvas%2C%20100%20x%20100.6%20cm%2C%20Sprengel%20Museum.jpg
title,John Constable,1816.0,male,United Kingdom,National Gallery,United Kingdom,,"img/img_512/John Constable - Weymouth Bay, with Jordan Hill - WGA5194.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20-%20Weymouth%20Bay%2C%20with%20Jordan%20Hill%20-%20WGA5194.jpg
title,Henri Rousseau,1891.0,male,France,National Gallery,United Kingdom,,img/img_512/Surprised-Rousseau.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Surprised-Rousseau.jpg
title,Francisco Goya,1776.0,male,Spain,Museo del Prado,Spain,,img/img_512/La merienda a orilla del Manzanares.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20merienda%20a%20orilla%20del%20Manzanares.jpg
title,Raphael,,male,Holy Roman Empire,Galleria Palatina,Italy,,img/img_512/Raphael Madonna della seggiola.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20Madonna%20della%20seggiola.jpg
title,Sandro Botticelli,,male,Italy,National Gallery,United Kingdom,,"img/img_512/Mystic Nativity, Sandro Botticelli.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Mystic%20Nativity%2C%20Sandro%20Botticelli.jpg
title,Dante Gabriel Rossetti,1874.0,male,United Kingdom,Tate Britain,United Kingdom,,img/img_512/Dante Gabriel Rossetti - Proserpine - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Gabriel%20Rossetti%20-%20Proserpine%20-%20Google%20Art%20Project.jpg
title,Marc Chagall,1912.0,male,statelessness,Stedelijk Museum Amsterdam,Netherlands,,img/img_512/Self Portrait with Seven Fingers.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Self%20Portrait%20with%20Seven%20Fingers.jpg
title,Titian,,male,Republic of Venice,Museo del Prado,Spain,High Renaissance,img/img_512/Bacanal de los andrios.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bacanal%20de%20los%20andrios.jpg
title,Pieter Aertsen,,male,Habsburg Netherlands,Uppsala University,Sweden,,img/img_512/Pieter Aertsen 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Aertsen%20005.jpg
title,Titian,,male,Republic of Venice,Capitoline Museums,Italy,,"img/img_512/Tiziano, battesimo di Cristo.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20battesimo%20di%20Cristo.jpg
title,Carlo Crivelli,,male,Republic of Venice,National Gallery,United Kingdom,,"img/img_512/Crivelli, beato gabriele ferretti.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Crivelli%2C%20beato%20gabriele%20ferretti.jpg
title,Sandro Botticelli,,male,Italy,Museo del Prado,Spain,,img/img_512/Sandro Botticelli 075.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20075.jpg
title,François Boucher,1754.0,male,France,The Wallace Collection,United Kingdom,,img/img_512/François Boucher 011.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Boucher%20011.jpg
title,Jean-Baptiste-Siméon Chardin,1727.0,male,France,Room 919,France,,img/img_512/La Raie - Jean Baptiste Siméon Chardin - Musée du Louvre Peintures INV 3197.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Raie%20-%20Jean%20Baptiste%20Sim%C3%A9on%20Chardin%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203197.jpg
title,Arnold Böcklin,1872.0,male,Switzerland,Saint Louis Art Museum,United States of America,,img/img_512/Arnold Böcklin - Venus Anadyomene - 45-1993 - Saint Louis Art Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20B%C3%B6cklin%20-%20Venus%20Anadyomene%20-%2045-1993%20-%20Saint%20Louis%20Art%20Museum.jpg
title,Henri de Toulouse-Lautrec,1891.0,male,France,Museum of Fine Arts Boston,United States of America,,img/img_512/Henri de Toulouse-Lautrec 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20001.jpg
title,Wassily Kandinsky,1926.0,male,France,National Museum of Modern Art,France,,"img/img_512/Vassily Kandinsky, 1926 - Accent rose.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201926%20-%20Accent%20rose.jpg
title,Lorenzo Monaco,,male,Italy,Uffizi Gallery,Italy,,img/img_512/Lorenzo Monaco Adoratione dei Magi.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lorenzo%20Monaco%20Adoratione%20dei%20Magi.jpg
title,Hans Kemmer,,male,Germany,St. Anne's Museum,Germany,,img/img_512/WP Kemmer - Jesus und die Ehebrecherin.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/WP%20Kemmer%20-%20Jesus%20und%20die%20Ehebrecherin.jpg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,National Gallery,United Kingdom,,img/img_512/Vincent Willem van Gogh 138.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20138.jpg
title,Paul Gauguin,1891.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Paul Gauguin Ia Orana Maria (Hail Mary) The Metropolitan Museum of Art1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20Ia%20Orana%20Maria%20%28Hail%20Mary%29%20The%20Metropolitan%20Museum%20of%20Art1.jpg
title,Wassily Kandinsky,1909.0,male,France,Lenbachhaus,Germany,,img/img_512/Wassily Kandinsky - Improvisation 6 (Afrikanisches) - GMS 56 - Lenbachhaus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wassily%20Kandinsky%20-%20Improvisation%206%20%28Afrikanisches%29%20-%20GMS%2056%20-%20Lenbachhaus.jpg
title,Pierre-Auguste Renoir,1908.0,male,France,Musée des Beaux-Arts de Bordeaux,France,,img/img_512/Pierre-Auguste Renoir - Les Fraises.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Les%20Fraises.jpg
title,Dosso Dossi,,male,,Castello Estense,Italy,,img/img_512/Dosso Dossi 030.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dosso%20Dossi%20030.jpg
title,Georges Seurat,1889.0,male,France,Kröller-Müller Museum,Netherlands,,"img/img_512/Georges Seurat, 1889-90, Le Chahut, Kröller-Müller Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%2C%201889-90%2C%20Le%20Chahut%2C%20Kr%C3%B6ller-M%C3%BCller%20Museum.jpg
title,Marc Chagall,1915.0,male,statelessness,Russian Museum,Russia,,img/img_512/Шагал Зеркало.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A8%D0%B0%D0%B3%D0%B0%D0%BB%20%D0%97%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE.jpg
title,Wassily Kandinsky,1912.0,male,France,Russian Museum,Russia,,"img/img_512/Black Spot I (Wassily Kandinsky, 1912).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Spot%20I%20%28Wassily%20Kandinsky%2C%201912%29.jpg
title,Wassily Kandinsky,1921.0,male,France,Lenbachhaus,Germany,,img/img_512/Wassily Kandinsky - Roter Fleck II - G 17562 - Lenbachhaus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wassily%20Kandinsky%20-%20Roter%20Fleck%20II%20-%20G%2017562%20-%20Lenbachhaus.jpg
title,Jean-Honoré Fragonard,1769.0,male,France,Musée Jacquemart-André,France,,img/img_512/Fragonard modele.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%20modele.jpg
title,Parmigianino,,male,Italy,National Gallery,United Kingdom,,img/img_512/Parmigianino - The Vision of St Jerome - WGA17044.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20The%20Vision%20of%20St%20Jerome%20-%20WGA17044.jpg
title,Hans Holbein the Younger,,male,France,Kunstmuseum Basel,Switzerland,,"img/img_512/Venus and Amor, by Hans Holbein the Younger.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Venus%20and%20Amor%2C%20by%20Hans%20Holbein%20the%20Younger.jpg
title,Giovanni Battista Cima da Conegliano,,male,Republic of Venice,Legion of Honor,United States of America,,"img/img_512/Cima da Conegliano, Madonna col Bambino, Museum of Fine Arts, San Francisco.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cima%20da%20Conegliano%2C%20Madonna%20col%20Bambino%2C%20Museum%20of%20Fine%20Arts%2C%20San%20Francisco.jpg
title,Luca Signorelli,,male,Republic of Florence,Alte Pinakothek,Germany,,img/img_512/Luca Signorelli-Maria mit dem Kinde.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Luca%20Signorelli-Maria%20mit%20dem%20Kinde.JPG
title,Antonio da Correggio,,male,Signoria di Correggio,Art Institute of Chicago,United States of America,,img/img_512/Correggio - Virgin and Child with the Young Saint John the Baptist - 1965.688 - Art Institute of Chicago.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20-%20Virgin%20and%20Child%20with%20the%20Young%20Saint%20John%20the%20Baptist%20-%201965.688%20-%20Art%20Institute%20of%20Chicago.jpg
title,Wassily Kandinsky,1910.0,male,France,Van Abbemuseum,Netherlands,,img/img_512/Kandinsky-Murnau-mit-Kirche-II.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky-Murnau-mit-Kirche-II.jpg
title,Paul Cézanne,1879.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Compotier, verre et pommes, par Paul Cézanne.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Compotier%2C%20verre%20et%20pommes%2C%20par%20Paul%20C%C3%A9zanne.jpg
title,Giotto,,male,Republic of Florence,Upper Basilica of San Francesco d'Assisi,Italy,,img/img_512/Giotto di Bondone - Scenes from the New Testament - Lamentation - WGA09159.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto%20di%20Bondone%20-%20Scenes%20from%20the%20New%20Testament%20-%20Lamentation%20-%20WGA09159.jpg
title,Joachim-Raphaël Boronali,1910.0,male organism,,,,,img/img_512/Boronali Impression.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Boronali%20Impression.jpg
title,Antoine Le Nain,,male,France,Room 912,France,Baroque,img/img_512/Famille de paysans dans un interieur.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Famille%20de%20paysans%20dans%20un%20interieur.jpg
title,Jaume Huguet,,male,Crown of Aragon,Museu Nacional d'Art de Catalunya,Spain,,img/img_512/Huguet-estructuraStAgusti.png,http://commons.wikimedia.org/wiki/Special:FilePath/Huguet-estructuraStAgusti.png
title,Andrea Mantegna,,male,Republic of Venice,Pinacoteca di Brera,Italy,,img/img_512/Andrea Mantegna 109.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Mantegna%20109.jpg
title,Claude Monet,1866.0,male,France,Musée d'Orsay,France,,img/img_512/Claude Monet - Le dejeurner sur l'herbe (left panel).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Le%20dejeurner%20sur%20l%27herbe%20%28left%20panel%29.jpg
title,Édouard Manet,1859.0,male,France,Ny Carlsberg Glyptotek,Denmark,,img/img_512/Edouard Manet 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20001.jpg
title,Philipp Otto Runge,1808.0,male,Swedish Pomerania,Hamburger Kunsthalle,Germany,,img/img_512/Philipp Otto Runge 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Otto%20Runge%20001.jpg
title,Pieter Brueghel the Elder,,male,Duchy of Brabant,Museo del Prado,Spain,,img/img_512/El vino de la fiesta de San Martín (Pieter Brueghel el Viejo) (restaurada).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/El%20vino%20de%20la%20fiesta%20de%20San%20Mart%C3%ADn%20%28Pieter%20Brueghel%20el%20Viejo%29%20%28restaurada%29.jpg
title,Paul Cézanne,1888.0,male,France,Musée d'Orsay,France,,"img/img_512/La Table de cuisine, par Paul Cézanne, musée d'Orsay, Yorck.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/La%20Table%20de%20cuisine%2C%20par%20Paul%20C%C3%A9zanne%2C%20mus%C3%A9e%20d%27Orsay%2C%20Yorck.jpg
title,Raphael,,male,Holy Roman Empire,,,,img/img_512/Rafael - La Madona de Bogota.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rafael%20-%20La%20Madona%20de%20Bogota.jpg
title,Pietro Perugino,,male,,Room 710,France,,img/img_512/Madonna and Child with Two Angels - Pietro Perugino - Louvre INV 719.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Two%20Angels%20-%20Pietro%20Perugino%20-%20Louvre%20INV%20719.jpg
title,Pietro Perugino,,male,,Kunsthistorisches Museum,Austria,,"img/img_512/Pietro Vannucci, gen. Perugino, , Kunsthistorisches Museum Wien, Gemäldegalerie - Maria mit Kind und den Hll. Rosa (^) und Katharina (^) - GG 132 - Kunsthistorisches Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Vannucci%2C%20gen.%20Perugino%2C%20%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Maria%20mit%20Kind%20und%20den%20Hll.%20Rosa%20%28%5E%29%20und%20Katharina%20%28%5E%29%20-%20GG%20132%20-%20Kunsthistorisches%20Museum.jpg
