title,painter,creation_date,author_gender,author_country,location_name,location_country,time_period,image_path,image_url
title,Jean-Baptiste Monnoyer,,male,County of Flanders,Nostell Priory,United Kingdom,,img/img_512/Jean-Baptiste Monnoyer (1636-1699) - Flowers in a Glass Vase - 959489 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Monnoyer%20%281636-1699%29%20-%20Flowers%20in%20a%20Glass%20Vase%20-%20959489%20-%20National%20Trust.jpg
title,Otto Marseus van Schrieck,,male,Dutch Republic,Nostell Priory,United Kingdom,,img/img_512/Otto Marseus van Schrieck (1619-1620-1678) - Forest Floor Still Life - 959490 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Marseus%20van%20Schrieck%20%281619-1620-1678%29%20-%20Forest%20Floor%20Still%20Life%20-%20959490%20-%20National%20Trust.jpg
title,Nicolaes van Verendael,,male,Habsburg Netherlands,Nostell Priory,United Kingdom,,"img/img_512/Nicolaes van Verendael (1640-1691) - Flower Piece with Tulips, Roses, Convolvuli and Other Flowers - 959491 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20van%20Verendael%20%281640-1691%29%20-%20Flower%20Piece%20with%20Tulips%2C%20Roses%2C%20Convolvuli%20and%20Other%20Flowers%20-%20959491%20-%20National%20Trust.jpg
title,Gasparo Lopez,1704.0,male,Italy,Nostell Priory,United Kingdom,,img/img_512/Gasparo Lopez (1650-1732) - A Garland of Flowers with Ruined Masonry - 959527 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gasparo%20Lopez%20%281650-1732%29%20-%20A%20Garland%20of%20Flowers%20with%20Ruined%20Masonry%20-%20959527%20-%20National%20Trust.jpg
title,Gasparo Lopez,1701.0,male,Italy,Nostell Priory,United Kingdom,,img/img_512/Gasparo Lopez (1650-1732) - A Garland of Flowers Draped around an Urn - 959528 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gasparo%20Lopez%20%281650-1732%29%20-%20A%20Garland%20of%20Flowers%20Draped%20around%20an%20Urn%20-%20959528%20-%20National%20Trust.jpg
title,Pieter Gallis,1690.0,male,Dutch Republic,Melford Hall,United Kingdom,,img/img_512/Pieter Gallis (1633-1697) - Flower Piece - 926818 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Gallis%20%281633-1697%29%20-%20Flower%20Piece%20-%20926818%20-%20National%20Trust.jpg
title,John Closterman,1695.0,male,Germany,Melford Hall,United Kingdom,,"img/img_512/John Closterman (1660-1711) - Mary Hough (b.c.1652), Lady (Basil) Firebrace - 926883 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Closterman%20%281660-1711%29%20-%20Mary%20Hough%20%28b.c.1652%29%2C%20Lady%20%28Basil%29%20Firebrace%20-%20926883%20-%20National%20Trust.jpg
title,James Stewart,1840.0,male,United Kingdom of Great Britain and Ireland,Middlethorpe Hall,United Kingdom,,"img/img_512/James S. Stewart (1791-1863) - Still Life of Mixed Flowers in a Vase, with Fruit, Insects and a Bird's Nest with Eggs - 1548084 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/James%20S.%20Stewart%20%281791-1863%29%20-%20Still%20Life%20of%20Mixed%20Flowers%20in%20a%20Vase%2C%20with%20Fruit%2C%20Insects%20and%20a%20Bird%27s%20Nest%20with%20Eggs%20-%201548084%20-%20National%20Trust.jpg
title,Pieter Claesz,,male,Southern Netherlands,Nostell Priory,United Kingdom,,"img/img_512/Pieter Claesz. (1597-1598-1660) - Still Life of Food, a Jug and Glasses on a Table - 960080 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Claesz.%20%281597-1598-1660%29%20-%20Still%20Life%20of%20Food%2C%20a%20Jug%20and%20Glasses%20on%20a%20Table%20-%20960080%20-%20National%20Trust.jpg
title,David Paton,1930.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - Flowers in an Urn with a Bird (on a firescreen) - 1650804 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Flowers%20in%20an%20Urn%20with%20a%20Bird%20%28on%20a%20firescreen%29%20-%201650804%20-%20National%20Trust.jpg
title,David Paton,1929.0,male,,Nuffield Place,United Kingdom,,"img/img_512/David Paton (active c.1923-1930) - Floral Still Life in an Urn, in a Landscape, with Birds - 1650805 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Floral%20Still%20Life%20in%20an%20Urn%2C%20in%20a%20Landscape%2C%20with%20Birds%20-%201650805%20-%20National%20Trust.jpg
title,David Paton,1929.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - English Summer Flowers in a Stone Vase on a Table - 1650806 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20English%20Summer%20Flowers%20in%20a%20Stone%20Vase%20on%20a%20Table%20-%201650806%20-%20National%20Trust.jpg
title,David Paton,1929.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - English Summer Flowers in a Stone Vase on a Table - 1650807 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20English%20Summer%20Flowers%20in%20a%20Stone%20Vase%20on%20a%20Table%20-%201650807%20-%20National%20Trust.jpg
title,David Paton,1930.0,male,,Nuffield Place,United Kingdom,,"img/img_512/David Paton (active c.1923-1930) - Floral Still Life in an Urn, on a Plinth, with Birds - 1650808 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Floral%20Still%20Life%20in%20an%20Urn%2C%20on%20a%20Plinth%2C%20with%20Birds%20-%201650808%20-%20National%20Trust.jpg
title,David Paton,1930.0,male,,Nuffield Place,United Kingdom,,"img/img_512/David Paton (active c.1923-1930) - Floral Still Life in an Urn, on a Plinth, in a Garden - 1650818 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Floral%20Still%20Life%20in%20an%20Urn%2C%20on%20a%20Plinth%2C%20in%20a%20Garden%20-%201650818%20-%20National%20Trust.jpg
title,David Paton,1930.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - Flowers in a Green Glass Jug on a Table - 1650821 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Flowers%20in%20a%20Green%20Glass%20Jug%20on%20a%20Table%20-%201650821%20-%20National%20Trust.jpg
title,David Paton,1928.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - Flowers in a Ceramic Vase on a Table - 1650822 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Flowers%20in%20a%20Ceramic%20Vase%20on%20a%20Table%20-%201650822%20-%20National%20Trust.jpg
title,David Paton,1927.0,male,,Nuffield Place,United Kingdom,,img/img_512/David Paton (active c.1923-1930) - Anemones in a Blue-and-White Chinoiserie Vase on a Table - 1650823 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Paton%20%28active%20c.1923-1930%29%20-%20Anemones%20in%20a%20Blue-and-White%20Chinoiserie%20Vase%20on%20a%20Table%20-%201650823%20-%20National%20Trust.jpg
title,John Brett,1883.0,male,United Kingdom of Great Britain and Ireland,Hill Top Farm,United Kingdom,,"img/img_512/John Brett (1831-1902) - Falmouth Harbour, 13 July 1883 - 642020 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Brett%20%281831-1902%29%20-%20Falmouth%20Harbour%2C%2013%20July%201883%20-%20642020%20-%20National%20Trust.jpg
title,Joris van Son,,male,Habsburg Netherlands,Kingston Lacy,United Kingdom,,img/img_512/Joris van Son (1623-1667) - Fruit and Corn Hanging by a Ribbon - 1257107 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joris%20van%20Son%20%281623-1667%29%20-%20Fruit%20and%20Corn%20Hanging%20by%20a%20Ribbon%20-%201257107%20-%20National%20Trust.jpg
title,,,,,Kingston Lacy,United Kingdom,,img/img_512/Franco-Flemish School - A Cook with Vegetables and Game in a Larder - 1257191 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Franco-Flemish%20School%20-%20A%20Cook%20with%20Vegetables%20and%20Game%20in%20a%20Larder%20-%201257191%20-%20National%20Trust.jpg
title,Jean-Baptiste Monnoyer,,male,County of Flanders,Mompesson House,United Kingdom,,img/img_512/Jean-Baptiste Monnoyer (1636-1699) - A Flower Piece - 724329 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Monnoyer%20%281636-1699%29%20-%20A%20Flower%20Piece%20-%20724329%20-%20National%20Trust.jpg
title,Daniel Seghers,,male,Habsburg Netherlands,Mompesson House,United Kingdom,,img/img_512/Daniel Seghers (1590-1661) - Roses in a Glass Bowl - 724332 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Seghers%20%281590-1661%29%20-%20Roses%20in%20a%20Glass%20Bowl%20-%20724332%20-%20National%20Trust.jpg
title,Jacob van Walscapelle,1695.0,male,Dutch Republic,Mompesson House,United Kingdom,,img/img_512/Jacob van Walscapelle (1644-1727) - A Peach and Grapes on a Ledge - 724333 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20van%20Walscapelle%20%281644-1727%29%20-%20A%20Peach%20and%20Grapes%20on%20a%20Ledge%20-%20724333%20-%20National%20Trust.jpg
title,Ambrosius Bosschaert II,,male,Dutch Republic,Mompesson House,United Kingdom,,img/img_512/Ambrosius Bosschaert the younger (1609-1645) - Still Life with Flowers - 724334 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ambrosius%20Bosschaert%20the%20younger%20%281609-1645%29%20-%20Still%20Life%20with%20Flowers%20-%20724334%20-%20National%20Trust.jpg
title,Nicolaes van Verendael,,male,Habsburg Netherlands,Mompesson House,United Kingdom,,img/img_512/Nicolaes van Verendael (1640-1691) - Still Life with Flowers - 724335 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20van%20Verendael%20%281640-1691%29%20-%20Still%20Life%20with%20Flowers%20-%20724335%20-%20National%20Trust.jpg
title,Nicolaes van Verendael,,male,Habsburg Netherlands,Mompesson House,United Kingdom,,img/img_512/Nicolaes van Verendael (1640-1691) - Still Life with Flowers - 724336 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20van%20Verendael%20%281640-1691%29%20-%20Still%20Life%20with%20Flowers%20-%20724336%20-%20National%20Trust.jpg
title,Jan Mortel,1697.0,male,Netherlands,Mompesson House,United Kingdom,,img/img_512/Jan Mortel (c.1650-1719) - Still Life with Fruit - 724337 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Mortel%20%28c.1650-1719%29%20-%20Still%20Life%20with%20Fruit%20-%20724337%20-%20National%20Trust.jpg
title,Martinus Nellius,1690.0,male,Dutch Republic,Mompesson House,United Kingdom,,img/img_512/Martinus Nellius (1621-1706) - Still Life with Fruit - 724339 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Martinus%20Nellius%20%281621-1706%29%20-%20Still%20Life%20with%20Fruit%20-%20724339%20-%20National%20Trust.jpg
title,Willem van Leen,1799.0,male,,,,,img/img_512/Willem van Leen (1753-1825) - Still Life with Flowers - 724340 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20van%20Leen%20%281753-1825%29%20-%20Still%20Life%20with%20Flowers%20-%20724340%20-%20National%20Trust.jpg
title,Joris van Son,,male,Habsburg Netherlands,Mompesson House,United Kingdom,,img/img_512/Joris van Son (1623-1667) - Fruit and a Herring on a Table - 724341 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joris%20van%20Son%20%281623-1667%29%20-%20Fruit%20and%20a%20Herring%20on%20a%20Table%20-%20724341%20-%20National%20Trust.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,Mompesson House,United Kingdom,,img/img_512/Jan Davidsz. de Heem (1606-1683-1684) - Still Life with Fruit - 724342 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Davidsz.%20de%20Heem%20%281606-1683-1684%29%20-%20Still%20Life%20with%20Fruit%20-%20724342%20-%20National%20Trust.jpg
title,Georgius Jacobus Johannes van Os,1831.0,male,Kingdom of the Netherlands,,,,img/img_512/Georgius Jacobus Johannes van Os (1782-1861) - Still Life with Flowers - 724343 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Georgius%20Jacobus%20Johannes%20van%20Os%20%281782-1861%29%20-%20Still%20Life%20with%20Flowers%20-%20724343%20-%20National%20Trust.jpg
title,Pieter Casteels III,1726.0,male,Habsburg Netherlands,Mompesson House,United Kingdom,,img/img_512/Pieter Casteels (1684-1749) - Still Life with Flowers - 724344 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Casteels%20%281684-1749%29%20-%20Still%20Life%20with%20Flowers%20-%20724344%20-%20National%20Trust.jpg
title,Gaspar Peeter Verbruggen the Younger,1707.0,male,Habsburg Netherlands,Montacute House,United Kingdom,,img/img_512/Gaspar Peeter de Verbruggen the younger (1664-1730) - Summer Flowers on a Plinth - 597943 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20Peeter%20de%20Verbruggen%20the%20younger%20%281664-1730%29%20-%20Summer%20Flowers%20on%20a%20Plinth%20-%20597943%20-%20National%20Trust.jpg
title,,,,,Kingston Lacy,United Kingdom,,img/img_512/N. Adama (active late 17th C) (attributed to) - Still Life of Oysters and a Prawn on a Ledge with a Snail and a Butterfly - 1257230 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/N.%20Adama%20%28active%20late%2017th%20C%29%20%28attributed%20to%29%20-%20Still%20Life%20of%20Oysters%20and%20a%20Prawn%20on%20a%20Ledge%20with%20a%20Snail%20and%20a%20Butterfly%20-%201257230%20-%20National%20Trust.jpg
title,Michele Pace del Campidoglio,,male,,Osterley House,United Kingdom,,img/img_512/Michele Pace del Campidoglio (1610-probably 1670) - Still Life of Fruit with an Urn in a Garden - 773434 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Pace%20del%20Campidoglio%20%281610-probably%201670%29%20-%20Still%20Life%20of%20Fruit%20with%20an%20Urn%20in%20a%20Garden%20-%20773434%20-%20National%20Trust.jpg
title,Michele Pace del Campidoglio,,male,,Osterley House,United Kingdom,,img/img_512/Michele Pace del Campidoglio (1610-probably 1670) - Still Life of Fruit with a Parrot in a Garden - 773435 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Pace%20del%20Campidoglio%20%281610-probably%201670%29%20-%20Still%20Life%20of%20Fruit%20with%20a%20Parrot%20in%20a%20Garden%20-%20773435%20-%20National%20Trust.jpg
title,Frans Snyders,,male,Spanish Netherlands,Osterley House,United Kingdom,,"img/img_512/Frans Snyders (1579-1657) - Larder with Dead Game, a Swan and a Lobster, Fruit, Vegetables and a Pointer Bitch Defending Her Puppies - 773436 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Snyders%20%281579-1657%29%20-%20Larder%20with%20Dead%20Game%2C%20a%20Swan%20and%20a%20Lobster%2C%20Fruit%2C%20Vegetables%20and%20a%20Pointer%20Bitch%20Defending%20Her%20Puppies%20-%20773436%20-%20National%20Trust.jpg
title,,1700.0,,,Plas Newydd,United Kingdom,,img/img_512/Joseph Cooper (d.1743) (attributed to) - A Monkey on a Table with Some Fruit - 1176290 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Cooper%20%28d.1743%29%20%28attributed%20to%29%20-%20A%20Monkey%20on%20a%20Table%20with%20Some%20Fruit%20-%201176290%20-%20National%20Trust.jpg
title,Michele Pace del Campidoglio,,male,,Petworth House,United Kingdom,,img/img_512/Michele Pace del Campidoglio (1610-probably 1670) - Fruit Piece - 485045 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Pace%20del%20Campidoglio%20%281610-probably%201670%29%20-%20Fruit%20Piece%20-%20485045%20-%20National%20Trust.jpg
title,Jacques Linard,,male,France,Snowshill Manor,United Kingdom,,img/img_512/Jacques Linard (1597-1645) - Still Life with a Basket of Plums and Peaches with a Cut Melon - 1336243 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Linard%20%281597-1645%29%20-%20Still%20Life%20with%20a%20Basket%20of%20Plums%20and%20Peaches%20with%20a%20Cut%20Melon%20-%201336243%20-%20National%20Trust.jpg
title,Cornelis de Heem,,male,Southern Netherlands,Tatton Park,United Kingdom,,img/img_512/Cornelis de Heem (1631-1695) - Still Life with Pewter Plate and Fruits - 1298187 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20de%20Heem%20%281631-1695%29%20-%20Still%20Life%20with%20Pewter%20Plate%20and%20Fruits%20-%201298187%20-%20National%20Trust.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,Tatton Park,United Kingdom,,img/img_512/Jan Davidsz de Heem - Still Life NTII TTT 1298189.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Davidsz%20de%20Heem%20-%20Still%20Life%20NTII%20TTT%201298189.jpg
title,Carlo Maratta,,male,Italy,Tatton Park,United Kingdom,,img/img_512/Mario Nuzzi (c.1603-1673) (attributed to) - The Angel of the Annunciation in a Garland of Flowers - 1298197 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20Nuzzi%20%28c.1603-1673%29%20%28attributed%20to%29%20-%20The%20Angel%20of%20the%20Annunciation%20in%20a%20Garland%20of%20Flowers%20-%201298197%20-%20National%20Trust.jpg
title,George Manson,1869.0,male,United Kingdom of Great Britain and Ireland,Polesden Lacey,United Kingdom,,img/img_512/George Manson (1850-1876) - Self Portrait - 1246559 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Manson%20%281850-1876%29%20-%20Self%20Portrait%20-%201246559%20-%20National%20Trust.jpg
title,Philip van Kouwenbergh,1709.0,male,Dutch Republic,Stourhead,United Kingdom,,"img/img_512/Philip van Kouwenberg (1671-1729) - Still Life of Flowers in a Vase, Cape Gooseberries and Stag Beetles - 732166 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20van%20Kouwenberg%20%281671-1729%29%20-%20Still%20Life%20of%20Flowers%20in%20a%20Vase%2C%20Cape%20Gooseberries%20and%20Stag%20Beetles%20-%20732166%20-%20National%20Trust.jpg
title,Philip van Kouwenbergh,1709.0,male,Dutch Republic,Stourhead,United Kingdom,,"img/img_512/Philip van Kouwenberg (1671-1729) - Still Life with Fruits, Flowers and Insects - 732167 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20van%20Kouwenberg%20%281671-1729%29%20-%20Still%20Life%20with%20Fruits%2C%20Flowers%20and%20Insects%20-%20732167%20-%20National%20Trust.jpg
title,Marcus Gheeraerts the Younger,,male,Habsburg Netherlands,,,,img/img_512/Marcus Gheeraerts the younger (1561-1562-1635-1636) (after) - Elizabeth I (1533–1603) - 207896 - National Trust.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Marcus%20Gheeraerts%20the%20younger%20%281561-1562-1635-1636%29%20%28after%29%20-%20Elizabeth%20I%20%281533%E2%80%931603%29%20-%20207896%20-%20National%20Trust.jpg
title,Ilmari Aalto,1925.0,male,Finland,Didrichsen Art Museum,Finland,,img/img_512/Ilmari Aalto - Still life - DAM1117 - Didrichsen Art Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ilmari%20Aalto%20-%20Still%20life%20-%20DAM1117%20-%20Didrichsen%20Art%20Museum.jpg
title,Adriaen Brouwer,,male,Southern Netherlands,Staatliches Museum Schwerin,Germany,,img/img_512/Adriaen Brouwer - The slaughter feast.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20Brouwer%20-%20The%20slaughter%20feast.jpg
title,Master of the Drapery Studies,,,,Landesmuseum Mainz,Germany,,img/img_512/Meister der Gewandstudien Kleiner Passionszyklus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20der%20Gewandstudien%20Kleiner%20Passionszyklus.jpg
title,Étienne Terrus,1900.0,male,France,Musée Hyacinthe-Rigaud,France,,img/img_512/Etienne Terrus - Environs de Collioure.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Etienne%20Terrus%20-%20Environs%20de%20Collioure.jpg
title,Adriaen Brouwer,,male,Southern Netherlands,Musée de Picardie,France,,img/img_512/Adriaen Brouwer - The Toper m081204 0019678 p.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20Brouwer%20-%20The%20Toper%20m081204%200019678%20p.jpg
title,Ants Laikmaa,1913.0,male,Estonia,,,,img/img_512/ANTS LAIKMAA 1913 Berliin.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/ANTS%20LAIKMAA%201913%20Berliin.jpg
title,Godfried Schalcken,1694.0,male,Dutch Republic,Hessen Kassel Heritage,Germany,,img/img_512/Godefridus Schalcken - Jonge vrouw met wafel - 303 - Museumslandschaft Hessen Kassel.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Godefridus%20Schalcken%20-%20Jonge%20vrouw%20met%20wafel%20-%20303%20-%20Museumslandschaft%20Hessen%20Kassel.jpg
title,,1850.0,,,National Library of Wales,United Kingdom,,img/img_512/Cati Charlo (gcf10025).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cati%20Charlo%20%28gcf10025%29.jpg
title,Caspar Netscher,,male,Dutch Republic,Currier Museum of Art,United States of America,,img/img_512/Currier Museum of Art WP 20180527 006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Currier%20Museum%20of%20Art%20WP%2020180527%20006.jpg
title,,,,,Currier Museum of Art,United States of America,,img/img_512/Painting in the Currier Museum of Art WP 20180527 040.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Painting%20in%20the%20Currier%20Museum%20of%20Art%20WP%2020180527%20040.jpg
title,Balthasar van der Ast,,male,Dutch Republic,Currier Museum of Art,United States of America,,img/img_512/Painting in the Currier Museum of Art WP 20180527 039 (cropped).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Painting%20in%20the%20Currier%20Museum%20of%20Art%20WP%2020180527%20039%20%28cropped%29.jpg
title,Winslow Homer,1894.0,male,United States of America,Currier Museum of Art,United States of America,,img/img_512/Winslow Homer - The North Woods (1884).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Winslow%20Homer%20-%20The%20North%20Woods%20%281884%29.jpg
title,Faustino Bocchi,1700.0,male,Italy,,,,"img/img_512/Faustino Bocchi (1659-1741) - Dwarves Gorging on Melons, and a Shipwreck - 792030 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Faustino%20Bocchi%20%281659-1741%29%20-%20Dwarves%20Gorging%20on%20Melons%2C%20and%20a%20Shipwreck%20-%20792030%20-%20National%20Trust.jpg
title,,,,,Tintinhull House,United Kingdom,,"img/img_512/Spanish School (possibly) - Flowers with Fruit, a Book, a Violin and a Blue Drape - 1138249 - National Trust.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Spanish%20School%20%28possibly%29%20-%20Flowers%20with%20Fruit%2C%20a%20Book%2C%20a%20Violin%20and%20a%20Blue%20Drape%20-%201138249%20-%20National%20Trust.jpg
title,Grazio Cossali,,male,,Chiesa di san Michele Arcangelo,Italy,,img/img_512/Madonna con Bambino e santi - Colarete di Valgoglio.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20con%20Bambino%20e%20santi%20-%20Colarete%20di%20Valgoglio.jpg
title,Hans Raphon,,male,Germany,National Gallery Prague,Czech Republic,,img/img_512/Hans-Raphon Kristus-v-predpekli(1499).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hans-Raphon%20Kristus-v-predpekli%281499%29.jpg
title,David de Coninck,,male,Habsburg Netherlands,"Palais Fesch, Ajaccio",France,,img/img_512/Ajaccio de Coninck fruits fleurs animaux.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Ajaccio%20de%20Coninck%20fruits%20fleurs%20animaux.JPG
title,Willem van Aelst,,male,Dutch Republic,Gemäldegalerie Alte Meister,Germany,,img/img_512/Willem van Aelst - Vase of Flowers with Pocket Watch - WGA00050.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20van%20Aelst%20-%20Vase%20of%20Flowers%20with%20Pocket%20Watch%20-%20WGA00050.jpg
title,Adriaen Brouwer,,male,Southern Netherlands,Kunstmuseum Basel,Switzerland,,img/img_512/Adriaen Brouwer - Woman Making Pancakes.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20Brouwer%20-%20Woman%20Making%20Pancakes.jpg
title,Master of Messkirch,,male,Holy Roman Empire,Meßkirch Castle,Germany,,img/img_512/Meister von Meßkirch-Wildensteiner Altar-Drehflügel links-offen0004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20von%20Me%C3%9Fkirch-Wildensteiner%20Altar-Drehfl%C3%BCgel%20links-offen0004.jpg
title,Master of Messkirch,,male,Holy Roman Empire,Meßkirch Castle,Germany,,img/img_512/Meister von Meßkirch-Wildensteiner Altar-Standflügel links-rechts-geschlossen-0016.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20von%20Me%C3%9Fkirch-Wildensteiner%20Altar-Standfl%C3%BCgel%20links-rechts-geschlossen-0016.jpg
title,H. A. Brendekilde,1883.0,male,Kingdom of Denmark,The Museum of National History at Frederiksborg Castle,Denmark,,"img/img_512/H. A. Brendekilde, L. A. Ring by his fallen easel, Nationalhistoriske Museum.png",http://commons.wikimedia.org/wiki/Special:FilePath/H.%20A.%20Brendekilde%2C%20L.%20A.%20Ring%20by%20his%20fallen%20easel%2C%20Nationalhistoriske%20Museum.png
title,Joachim Frich,,male,Norway,"National Museum of Art, Architecture and Design",Norway,,"img/img_512/Joachim Frich - Landscape Study - NG.M.00513 - National Museum of Art, Architecture and Design.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Frich%20-%20Landscape%20Study%20-%20NG.M.00513%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg
title,Knud Baade,1839.0,male,Norway,"National Museum of Art, Architecture and Design",Norway,,"img/img_512/Knud Baade - Cloud Study - NG.M.02662 - National Museum of Art, Architecture and Design.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Knud%20Baade%20-%20Cloud%20Study%20-%20NG.M.02662%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg
title,Adrien Henri Vital van Emelen,1901.0,male,Belgium,Museu Paulista,Brazil,,"img/img_512/Van Emelen, Adrien Henri Vital - Cena do Porto de Santos, 1826.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Emelen%2C%20Adrien%20Henri%20Vital%20-%20Cena%20do%20Porto%20de%20Santos%2C%201826.jpg
title,Takashina Takakane,,male,Japan,Fujita Art Museum,Japan,Kamakura period,img/img_512/Genjō Sanzō-e 4-1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Genj%C5%8D%20Sanz%C5%8D-e%204-1.jpg
